SMILES
Br.Br.CNCCCCCNCCC1CC2CCCC(C1)C2
Br.Br.NC(=N)SCCc1ccc(CCSC(=N)N)cc1
Br.Br.NC(=N)SCCc1cccc(CCSC(=N)N)c1
Br.Brc1ccc(CN2C3=C(CCC3)C(=N)C4=C2CCCC4)cc1
Br.Brc1ccc(cc1)c2csc(NNC3=NCCCCC3)n2
Br.Brc1ccc(s1)C(=O)CN2C(=N)N(CC=C)c3ccccc23
Br.C1CN2C(=N1)SC=C2c3cccc4ccccc34
Br.C1NCc2c(ccc3ccccc23)C1c4ccccc4
Br.CC(=O)Nc1nc(C)c(s1)c2csc(Nc3ccc(O)cc3)n2
Br.CC(=O)c1cccc(c1)N=C2SC=C(N2CCO)c3ccc(cc3)S(=O)(=O)N4CCOCC4
Br.CC(C)(C)C(=O)CN1C(=N)N(Cc2ccccc2)c3ccccc13
Br.CC(C)(C)C(=O)Cn1c(NCCCO)nc2ccccc12
Br.CC(C)(C)c1cc(cc(c1O)C(C)(C)C)C2=CSC3=NCCN23
Br.CC(C)(C)c1ccc(CN2C3=NCCCN3c4ccccc24)cc1
Br.CC(C)(C)c1ccc(cc1)C2=CSC3=NCCN23
Br.CC(C)(C)c1ccc(cc1)c2csc(NNC3=NCCCCC3)n2
Br.CC(C)O.Cc1ccc(cc1)c2csc(Nc3ccccc3)[n+]2CCc4ccccc4
Br.CC1(C)N=C(N)NC(=N1)Nc2ccc(Br)cc2
Br.CC12CN3CC(C)(CN(C1)C3c4cc5ccccc5[nH]4)C2=O
Br.CC1=NN2C(=NC1=O)SC=C2c3ccc(C)cc3
Br.CCCC(=O)Nc1ccc(cc1)c2csc(NN=Cc3ccncc3)n2
Br.CCCCCCCCCCN1C2=C(CCC2)C(=N)C3=C1CCC3
Br.CCCCCCCCCCN1C=CC(=N)C=C1
Br.CCCCCCCCCN1C2=C(CCC2)C(=N)C3=C1CCC3
Br.CCCCCCCCCN1C=CC(=N)C=C1
Br.CCCCCCCCN1C2=C(CCC2)C(=N)C3=C1CCCC3
Br.CCCCCCCCN1C=CC(=N)C=C1
Br.CCCCCCCCOC(=O)c1c(CSC(=N)N)n(C)c2cc(Br)c(OC(=O)C)cc12
Br.CCCCCCCN1C(=N)N(CC(=O)c2occc2)c3ccccc13
Br.CCCCCCCN1C2=C(CCC2)C(=N)C3=C1CCCC3
Br.CCCCCCN1C2=C(CCC2)C(=N)C3=C1CCC3
Br.CCCCCCN1C=CC(=N)C=C1
Br.CCCCCN1C2=NCCN2c3ccccc13
Br.CCCCN1C(=N)N(CC(=O)c2ccc(Br)s2)c3ccccc13
Br.CCCCN1C(=N)N(CCOc2ccc(C)cc2)c3ccccc13
Br.CCCCN1C2=NCCCN2c3cc(C)c(C)cc13
Br.CCCCN1C2=NCCCN2c3ccccc13
Br.CCCN(CCC)C1CCc2ccc(O)cc2C1
Br.CCCN(CCC)CCc1ccc(O)c(O)c1
Br.CCCN(CCC)[C@@H]1CCc2ccc(O)cc2C1
Br.CCCN(CCC)[C@@H]1CCc2cccc(O)c2C1
Br.CCCN1C(=N)N(CC(=O)c2ccc(Cl)c(Cl)c2)c3ccccc13
Br.CCCN1CC[C@H]2[C@@H]1CCc3ccc(O)cc23
Br.CCCN1CCc2cc(O)cc3c2[C@H]1Cc4ccc(O)c(O)c34
Br.CCN(CC)CCN1C(=N)N(CC(=O)c2ccc(Br)s2)c3ccccc13
Br.CCN(CC)CCN1C(=N)N(CC(=O)c2ccc(C)cc2)c3ccccc13
Br.CCN(CC)CCN1C(=N)N(CCOc2ccccc2)c3ccccc13
Br.CCN1C(=N)N(CC(=O)C(C)(C)C)c2ccccc12
Br.CCN1C2=C(CCC2)C(=N)C3=C1CCC3
Br.CCN1C2=C(CCC2)C(=N)C3=C1CCCC3
Br.CCN1C=CC(=N)C=C1
Br.CCOC(=O)C(=NNc1nc(cs1)c2ccc(NC(=O)C)cc2)C
Br.CCOC(=O)c1c(CSC(=N)N)n(c2ccc(Br)cc2)c3cc(Br)c(OC(=O)C)cc13
Br.CCOC(=O)c1c(CSC(=N)N)n(c2ccc(C)cc2)c3cc(Br)c(OC(=O)C)cc13
Br.CCOCC1=CN(CC(=O)c2ccc(Cl)cc2)C(=NC1=N)C
Br.CCOCC1=CN(CC(=O)c2ccc(cc2)[N+](=O)[O-])C(=NC1=N)C
Br.CN(C)C1=NC(=NCc2cccs2)SS1
Br.CN(C)C1=NC(=NCc2occc2)SS1
Br.CN(C)C1=NC(=Nc2cccc(Cl)c2)SS1
Br.CN(C)CCCC1(OCc2cc(ccc12)C#N)c3ccc(F)cc3
Br.CN(C)CCNc1cc(nc2ccccc12)c3ccncc3
Br.CN1CCC=C(C1)C(=O)OCC#C
Br.CN1CCc2c(Cl)c(O)c(O)cc2C(C1)c3cccc(C)c3
Br.CN1CCc2c(Cl)c(O)c(O)cc2C(C1)c3cccc(Cl)c3
Br.CN1CCc2cc(Cl)c(O)cc2[C@@H]3[C@@H]1CCc4ccccc34
Br.CN1CCc2cc(O)c(O)cc2C(C1)c3ccccc3
Br.CN1CCc2cc(O)cc3c2[C@H]1Cc4ccc(O)c(O)c34
